default.truck_mileage.truckid,default.truck_mileage.driverid,default.truck_mileage.rdate,default.truck_mileage.miles,default.truck_mileage.gas,default.truck_mileage.mpg
A50,A50,sep09,11396,2880,3.95694444444
A50,A50,aug09,12068,2880,4.19027777778
A50,A50,jul09,10214,2880,3.54652777778
A50,A50,jun09,12837,2880,4.45729166667
A50,A50,may09,12168,2880,4.225
A50,A50,apr09,14873,2880,5.16423611111
A50,A50,mar09,15032,2880,5.21944444444
A50,A50,feb09,14067,2880,4.884375
A50,A50,jan09,12870,2880,4.46875
A51,A51,jun13,9423,2214,4.25609756098
A51,A51,may13,9794,1743,5.61904761905
A51,A51,apr13,10788,2289,4.7129750983
A51,A51,mar13,11504,2023,5.68660405339
A51,A51,feb13,11338,2339,4.84737067123
A51,A51,jan13,9703,1866,5.19989281886
A51,A51,dec12,10250,2139,4.79195885928
A51,A51,nov12,12706,2288,5.55332167832
A51,A51,oct12,9436,1664,5.67067307692
A51,A51,sep12,13903,2990,4.64983277592
A51,A51,aug12,9236,1960,4.71224489796
A51,A51,jul12,13323,2314,5.75756266206
A51,A51,jun12,10329,2217,4.65899864682
A51,A51,may12,10447,2005,5.21047381546
A51,A51,apr12,11533,1952,5.90829918033
A51,A51,mar12,10630,2422,4.38893476466
A51,A51,feb12,11354,2006,5.66001994018
A51,A51,jan12,11705,2040,5.73774509804
A51,A51,dec11,10616,2398,4.42702251877
A51,A51,nov11,10452,1945,5.37377892031
A51,A51,oct11,10509,2030,5.17684729064
A51,A51,sep11,8830,1910,4.62303664921
A51,A51,aug11,10536,1833,5.74795417349
A51,A51,jul11,12253,2298,5.3320278503
A51,A51,jun11,11049,1961,5.63437021928
A51,A51,may11,9331,1961,4.75828658848
A51,A51,apr11,12195,1961,6.21876593575
A51,A51,mar11,13398,1961,6.83222845487
A51,A51,feb11,12334,1961,6.2896481387
A51,A51,jan11,11905,1961,6.07088220296
A51,A51,dec10,11006,1961,5.61244263131
A51,A51,nov10,12156,1961,6.19887812341
A51,A51,oct10,13741,1961,7.00713921469
A51,A51,sep10,14606,1961,7.44824069352
A51,A51,aug10,10978,1961,5.59816420194
A51,A51,jul10,10212,1961,5.20754716981
A51,A51,jun10,15346,1961,7.82559918409
A51,A51,may10,10567,1961,5.3885772565
A51,A51,apr10,13371,1961,6.8184599694
A51,A51,mar10,13384,1961,6.82508924018
A51,A51,feb10,11671,1961,5.95155532891
A51,A51,jan10,13477,1961,6.87251402346
A51,A51,dec09,9025,1961,4.60224375319
A51,A51,nov09,13087,1961,6.67363590005
A51,A51,oct09,11028,1961,5.62366139725
A51,A51,sep09,10403,1961,5.30494645589
A51,A51,aug09,11631,1961,5.93115757267
A51,A51,jul09,12126,1961,6.18357980622
A51,A51,jun09,12768,1961,6.51096379398
A51,A51,may09,15559,1961,7.9342172361
A51,A51,apr09,10011,1961,5.10504844467
A51,A51,mar09,11662,1961,5.94696583376
A51,A51,feb09,10194,1961,5.1983681795
A51,A51,jan09,13945,1961,7.11116777155
A52,A52,jun13,12971,2545,5.09666011788
A52,A52,may13,12805,2653,4.82661138334
A52,A52,apr13,14872,2911,5.10889728616
A52,A52,mar13,10103,1890,5.3455026455
A52,A52,feb13,13266,2681,4.948153674
A52,A52,jan13,13761,2749,5.00582029829
A52,A52,dec12,14324,2506,5.71588188348
A52,A52,nov12,11496,2214,5.19241192412
A52,A52,oct12,13767,2530,5.44150197628
A52,A52,sep12,10588,2038,5.19528949951
A52,A52,aug12,15013,2952,5.08570460705
A52,A52,jul12,11463,2223,5.15654520918
A52,A52,jun12,12089,2560,4.722265625
A52,A52,may12,12904,2869,4.49773440223
A52,A52,apr12,11080,2076,5.33718689788
A52,A52,mar12,12867,2695,4.77439703154
A52,A52,feb12,11403,2304,4.94921875
A52,A52,jan12,11225,2656,4.22628012048
A52,A52,dec11,11421,2476,4.61268174475
A52,A52,nov11,14594,2931,4.97918799045
A52,A52,oct11,10251,1837,5.58029395754
A52,A52,sep11,12316,2641,4.66338508141
A52,A52,aug11,14174,3087,4.59151279559
A52,A52,jul11,11656,2422,4.81255161024
A52,A52,jun11,10324,2854,3.61737911703
A52,A52,may11,13089,2854,4.5861948143
A52,A52,apr11,12053,2854,4.22319551507
A52,A52,mar11,11511,2854,4.03328661528
A52,A52,feb11,12959,2854,4.54064470918
A52,A52,jan11,12291,2854,4.30658724597
A52,A52,dec10,12167,2854,4.2631394534
A52,A52,nov10,14738,2854,5.16398037842
A52,A52,oct10,15021,2854,5.2631394534
A52,A52,sep10,13469,2854,4.7193412754
A52,A52,aug10,15080,2854,5.28381219341
A52,A52,jul10,15025,2854,5.26454099509
A52,A52,jun10,13005,2854,4.55676243868
A52,A52,may10,12213,2854,4.2792571829
A52,A52,apr10,13163,2854,4.61212333567
A52,A52,mar10,10128,2854,3.54870357393
A52,A52,feb10,13802,2854,4.83601962158
A52,A52,jan10,14835,2854,5.19796776454
A52,A52,dec09,11999,2854,4.20427470217
A52,A52,nov09,12215,2854,4.27995795375
A52,A52,oct09,13297,2854,4.65907498248
A52,A52,sep09,12157,2854,4.25963559916
A52,A52,aug09,13679,2854,4.79292221444
A52,A52,jul09,10040,2854,3.51786965662
A52,A52,jun09,10999,2854,3.85388927821
A52,A52,may09,9341,2854,3.27295024527
A52,A52,apr09,13359,2854,4.68079887877
A52,A52,mar09,14979,2854,5.24842326559
A52,A52,feb09,12346,2854,4.32585844429
A52,A52,jan09,14438,2854,5.05886475123
A53,A53,jun13,9796,2049,4.78086871645
A53,A53,may13,12691,2532,5.01224328594
A53,A53,apr13,10100,1914,5.27690700104
A53,A53,mar13,13133,2646,4.96334089191
A53,A53,feb13,14076,2687,5.23855601042
A53,A53,jan13,10067,2036,4.94449901768
A53,A53,dec12,15002,3022,4.96426207809
A53,A53,nov12,11100,2059,5.39096648859
A53,A53,oct12,12175,2479,4.91125453812
A53,A53,sep12,9819,1772,5.54119638826
A53,A53,aug12,9851,2126,4.63358419567
A53,A53,jul12,8700,1641,5.30164533821
A53,A53,jun12,14852,3019,4.91950977145
A53,A53,may12,14349,2892,4.96161825726
A53,A53,apr12,10793,2303,4.68649587495
A53,A53,mar12,13838,2689,5.1461509855
A53,A53,feb12,10792,1924,5.60914760915
A53,A53,jan12,12859,2552,5.03879310345
A53,A53,dec11,13528,2580,5.24341085271
A53,A53,nov11,11393,2149,5.30153559795
A53,A53,oct11,10327,1979,5.2182920667
A53,A53,sep11,13478,2723,4.94968784429
A53,A53,aug11,12883,2712,4.75036873156
A53,A53,jul11,11449,2219,5.15953132041
A53,A53,jun11,10868,2744,3.96064139942
A53,A53,may11,15058,2744,5.48760932945
A53,A53,apr11,8860,2744,3.22886297376
A53,A53,mar11,9997,2744,3.64322157434
A53,A53,feb11,10639,2744,3.87718658892
A53,A53,jan11,13040,2744,4.75218658892
A53,A53,dec10,11372,2744,4.1443148688
A53,A53,nov10,12762,2744,4.65087463557
A53,A53,oct10,9765,2744,3.55867346939
A53,A53,sep10,15703,2744,5.72266763848
A53,A53,aug10,10309,2744,3.75692419825
A53,A53,jul10,14316,2744,5.21720116618
A53,A53,jun10,10419,2744,3.79701166181
A53,A53,may10,12176,2744,4.43731778426
A53,A53,apr10,11573,2744,4.21756559767
A53,A53,mar10,10761,2744,3.92164723032
A53,A53,feb10,8460,2744,3.08309037901
A53,A53,jan10,13178,2744,4.80247813411
A53,A53,dec09,14715,2744,5.36260932945
A53,A53,nov09,12124,2744,4.41836734694
A53,A53,oct09,11398,2744,4.15379008746
A53,A53,sep09,11866,2744,4.32434402332
A53,A53,aug09,11238,2744,4.09548104956
A53,A53,jul09,12061,2744,4.39540816327
A53,A53,jun09,14321,2744,5.21902332362
A53,A53,may09,11138,2744,4.05903790087
A53,A53,apr09,12567,2744,4.57981049563
A53,A53,mar09,11745,2744,4.28024781341
A53,A53,feb09,12353,2744,4.50182215743
A53,A53,jan09,12546,2744,4.5721574344
A54,A54,jun13,14969,2760,5.42355072464
A54,A54,may13,14223,2732,5.2060761347
A54,A54,apr13,9813,1724,5.69199535963
A54,A54,mar13,10303,2016,5.11061507937
A54,A54,feb13,12101,2678,4.51867064974
A54,A54,jan13,15533,3430,4.52857142857
A54,A54,dec12,14210,3014,4.71466489715
A54,A54,nov12,14943,2935,5.09131175468
A54,A54,oct12,10627,2011,5.28443560418
A54,A54,sep12,10918,2053,5.31807111544
A54,A54,aug12,12681,2476,5.12156704362
A54,A54,jul12,13456,2613,5.14963643322
A54,A54,jun12,13122,2802,4.68308351178
A54,A54,may12,9975,1741,5.72946582424
A54,A54,apr12,14776,2597,5.68964189449
A54,A54,mar12,13883,2789,4.97776980997
A54,A54,feb12,12933,2637,4.90443686007
A54,A54,jan12,10668,2200,4.84909090909
A54,A54,dec11,13587,2753,4.9353432619
A54,A54,nov11,9747,1889,5.15987294865
A54,A54,oct11,15225,2915,5.22298456261
A54,A54,sep11,9649,2136,4.51732209738
A54,A54,aug11,12969,2713,4.78031699226
A54,A54,jul11,12379,2207,5.60897145446
A54,A54,jun11,9793,2224,4.40332733813
A54,A54,may11,11809,2224,5.30980215827
A54,A54,apr11,13703,2224,6.16142086331
A54,A54,mar11,10794,2224,4.85341726619
A54,A54,feb11,9527,2224,4.28372302158
A54,A54,jan11,13540,2224,6.0881294964
A54,A54,dec10,10251,2224,4.60926258993
A54,A54,nov10,11858,2224,5.33183453237
A54,A54,oct10,11563,2224,5.19919064748
A54,A54,sep10,14185,2224,6.37814748201
A54,A54,aug10,9667,2224,4.34667266187
A54,A54,jul10,8778,2224,3.94694244604
A54,A54,jun10,13059,2224,5.87185251799
A54,A54,may10,12994,2224,5.84262589928
A54,A54,apr10,10966,2224,4.93075539568
A54,A54,mar10,14424,2224,6.48561151079
A54,A54,feb10,11633,2224,5.23066546763
A54,A54,jan10,12536,2224,5.63669064748
A54,A54,dec09,11907,2224,5.35386690647
A54,A54,nov09,11213,2224,5.04181654676
A54,A54,oct09,13187,2224,5.92940647482
A54,A54,sep09,11258,2224,5.06205035971
A54,A54,aug09,12037,2224,5.41232014388
A54,A54,jul09,11934,2224,5.36600719424
A54,A54,jun09,11212,2224,5.04136690647
A54,A54,may09,9950,2224,4.47392086331
A54,A54,apr09,11599,2224,5.21537769784
A54,A54,mar09,8567,2224,3.85206834532
A54,A54,feb09,9655,2224,4.34127697842
A54,A54,jan09,9731,2224,4.37544964029
A55,A55,jun13,11401,2217,5.14253495715
A55,A55,may13,9565,1803,5.30504714365
A55,A55,apr13,10370,2329,4.45255474453
A55,A55,mar13,12203,2472,4.93648867314
A55,A55,feb13,12043,2379,5.06221101303
A55,A55,jan13,13845,2727,5.07700770077
A55,A55,dec12,9332,2110,4.42274881517
A55,A55,nov12,12943,2231,5.80143433438
A55,A55,oct12,11482,2043,5.62016642193
A55,A55,sep12,12871,2929,4.3943325367
A55,A55,aug12,13155,2393,5.49728374425
A55,A55,jul12,8513,1713,4.96964389959
A55,A55,jun12,9174,1800,5.09666666667
A55,A55,may12,14156,2866,4.93928820656
A55,A55,apr12,11124,2292,4.85340314136
A55,A55,mar12,13442,2422,5.54995871181
A55,A55,feb12,9503,2041,4.65605095541
A55,A55,jan12,12459,2521,4.94208647362
A55,A55,dec11,12120,2376,5.10101010101
A55,A55,nov11,13549,3131,4.32737144682
A55,A55,oct11,9786,2001,4.89055472264
A55,A55,sep11,11144,2160,5.15925925926
A55,A55,aug11,15616,3152,4.95431472081
A55,A55,jul11,13435,2994,4.48730794923
A55,A55,jun11,9221,2478,3.72114608555
A55,A55,may11,15664,2478,6.3212267958
A55,A55,apr11,12545,2478,5.06255044391
A55,A55,mar11,8650,2478,3.49071832123
A55,A55,feb11,14334,2478,5.78450363196
A55,A55,jan11,13217,2478,5.33373688458
A55,A55,dec10,8805,2478,3.55326876513
A55,A55,nov10,12911,2478,5.21025020178
A55,A55,oct10,12722,2478,5.13397901533
A55,A55,sep10,12107,2478,4.88579499596
A55,A55,aug10,10475,2478,4.22719935432
A55,A55,jul10,9149,2478,3.69209039548
A55,A55,jun10,13338,2478,5.38256658596
A55,A55,may10,15017,2478,6.0601291364
A55,A55,apr10,13813,2478,5.57425343019
A55,A55,mar10,13126,2478,5.29701372074
A55,A55,feb10,10135,2478,4.08999192897
A55,A55,jan10,12482,2478,5.03712671509
A55,A55,dec09,14499,2478,5.85108958838
A55,A55,nov09,10019,2478,4.04317998386
A55,A55,oct09,8389,2478,3.38539144471
A55,A55,sep09,12184,2478,4.91686844229
A55,A55,aug09,13985,2478,5.64366424536
A55,A55,jul09,11682,2478,4.71428571429
A55,A55,jun09,10525,2478,4.24737691687
A55,A55,may09,12307,2478,4.96650524617
A55,A55,apr09,11318,2478,4.56739305892
A55,A55,mar09,14284,2478,5.76432606941
A55,A55,feb09,11826,2478,4.77239709443
A55,A55,jan09,10184,2478,4.10976594027
A56,A56,jun13,14241,2790,5.10430107527
A56,A56,may13,12995,2412,5.38764510779
A56,A56,apr13,9841,1735,5.67204610951
A56,A56,mar13,11534,2041,5.65115139637
A56,A56,feb13,12056,2427,4.96744952616
A56,A56,jan13,12180,2049,5.94436310395
A56,A56,dec12,14640,2928,5.0
A56,A56,nov12,11321,2442,4.63595413595
A56,A56,oct12,10407,2306,4.51300954033
A56,A56,sep12,11708,2311,5.06620510601
A56,A56,aug12,9670,1962,4.92864424057
A56,A56,jul12,8736,1909,4.57621791514
A56,A56,jun12,10932,2226,4.91105121294
A56,A56,may12,15092,3138,4.80943275972
A56,A56,apr12,10912,2054,5.31256085686
A56,A56,mar12,14537,2722,5.34055841293
A56,A56,feb12,14282,3164,4.51390644753
A56,A56,jan12,8290,1680,4.93452380952
A56,A56,dec11,11573,2441,4.74108971733
A56,A56,nov11,10381,2301,4.51151673186
A56,A56,oct11,13677,2911,4.69838543456
A56,A56,sep11,13829,2805,4.93012477718
A56,A56,aug11,13510,2314,5.83837510804
A56,A56,jul11,12347,2543,4.85528902871
A56,A56,jun11,10401,2689,3.86798066196
A56,A56,may11,15380,2689,5.7195983637
A56,A56,apr11,11101,2689,4.12830048345
A56,A56,mar11,14649,2689,5.44775009297
A56,A56,feb11,12721,2689,4.73075492748
A56,A56,jan11,10704,2689,3.98066195612
A56,A56,dec10,12348,2689,4.59204165117
A56,A56,nov10,10051,2689,3.73782075121
A56,A56,oct10,11975,2689,4.45332837486
A56,A56,sep10,11381,2689,4.23242841205
A56,A56,aug10,9993,2689,3.71625139457
A56,A56,jul10,13164,2689,4.89550018594
A56,A56,jun10,10097,2689,3.75492748234
A56,A56,may10,14440,2689,5.37002603198
A56,A56,apr10,10794,2689,4.01413164745
A56,A56,mar10,14411,2689,5.35924135366
A56,A56,feb10,12969,2689,4.82298252138
A56,A56,jan10,13356,2689,4.96690219412
A56,A56,dec09,13809,2689,5.13536630718
A56,A56,nov09,14624,2689,5.43845295649
A56,A56,oct09,13053,2689,4.85422089996
A56,A56,sep09,10030,2689,3.73001115656
A56,A56,aug09,11771,2689,4.37746374117
A56,A56,jul09,9099,2689,3.38378579398
A56,A56,jun09,8829,2689,3.28337671997
A56,A56,may09,11580,2689,4.30643361845
A56,A56,apr09,14648,2689,5.44737820751
A56,A56,mar09,14585,2689,5.42394942358
A56,A56,feb09,14018,2689,5.21309036817
A56,A56,jan09,10999,2689,4.0903681666
A57,A57,jun13,9507,2193,4.33515731874
A57,A57,may13,11477,2412,4.75829187396
A57,A57,apr13,9413,1578,5.96514575412
A57,A57,mar13,14107,2524,5.58914421553
A57,A57,feb13,11955,2227,5.36820835204
A57,A57,jan13,9150,1753,5.21962350257
A57,A57,dec12,12434,2220,5.6009009009
A57,A57,nov12,9931,2197,4.52025489304
A57,A57,oct12,11634,2391,4.86574654956
A57,A57,sep12,13969,2852,4.89796633941
A57,A57,aug12,13558,2623,5.1688905833
A57,A57,jul12,12770,2669,4.78456350693
A57,A57,jun12,11869,2469,4.80720939652
A57,A57,may12,13529,3039,4.45179335308
A57,A57,apr12,8389,1499,5.5963975984
A57,A57,mar12,14633,3120,4.69006410256
A57,A57,feb12,13991,2873,4.86982248521
A57,A57,jan12,8899,1817,4.89763346175
A57,A57,dec11,10565,1961,5.38755736869
A57,A57,nov11,13220,2720,4.86029411765
A57,A57,oct11,9497,1776,5.34740990991
A57,A57,sep11,15046,3214,4.68139390168
A57,A57,aug11,12867,2425,5.30597938144
A57,A57,jul11,10767,1893,5.68779714739
A57,A57,jun11,13838,2716,5.09499263623
A57,A57,may11,12144,2716,4.47128129602
A57,A57,apr11,11784,2716,4.33873343152
A57,A57,mar11,15210,2716,5.60014727541
A57,A57,feb11,11253,2716,4.14322533137
A57,A57,jan11,10214,2716,3.76067746686
A57,A57,dec10,9371,2716,3.45029455081
A57,A57,nov10,14301,2716,5.26546391753
A57,A57,oct10,12312,2716,4.53313696613
A57,A57,sep10,11733,2716,4.31995581738
A57,A57,aug10,14114,2716,5.19661266568
A57,A57,jul10,11402,2716,4.19808541973
A57,A57,jun10,9669,2716,3.56001472754
A57,A57,may10,13050,2716,4.80486008837
A57,A57,apr10,13391,2716,4.93041237113
A57,A57,mar10,11371,2716,4.18667157585
A57,A57,feb10,11548,2716,4.25184094256
A57,A57,jan10,13456,2716,4.95434462445
A57,A57,dec09,12646,2716,4.65611192931
A57,A57,nov09,11122,2716,4.09499263623
A57,A57,oct09,10143,2716,3.73453608247
A57,A57,sep09,12083,2716,4.44882179676
A57,A57,aug09,12352,2716,4.54786450663
A57,A57,jul09,13377,2716,4.92525773196
A57,A57,jun09,14715,2716,5.41789396171
A57,A57,may09,11286,2716,4.15537555228
A57,A57,apr09,13572,2716,4.9970544919
A57,A57,mar09,12001,2716,4.41863033873
A57,A57,feb09,13039,2716,4.80081001473
A57,A57,jan09,9130,2716,3.36156111929
A58,A58,jun13,10074,1826,5.5169769989
A58,A58,may13,10110,2174,4.65041398344
A58,A58,apr13,15375,3178,4.83794839522
A58,A58,mar13,13713,3218,4.26134244873
A58,A58,feb13,8403,1737,4.83765112263
A58,A58,jan13,12040,2799,4.30153626295
A58,A58,dec12,9924,1982,5.00706357215
A58,A58,nov12,12929,2800,4.6175
A58,A58,oct12,11623,2339,4.96921761437
A58,A58,sep12,13078,2747,4.76082999636
A58,A58,aug12,11445,2406,4.75685785536
A58,A58,jul12,12750,2350,5.42553191489
A58,A58,jun12,13726,2735,5.01864716636
A58,A58,may12,11468,2044,5.61056751468
A58,A58,apr12,13834,2828,4.89179632249
A58,A58,mar12,14534,2611,5.56644963615
A58,A58,feb12,14201,3281,4.32825358123
A58,A58,jan12,14310,2914,4.91077556623
A58,A58,dec11,9961,2020,4.93118811881
A58,A58,nov11,10755,2121,5.07072135785
A58,A58,oct11,11641,2305,5.05032537961
A58,A58,sep11,10773,2024,5.3226284585
A58,A58,aug11,13769,2872,4.79422005571
A58,A58,jul11,12857,2889,4.45032883351
A58,A58,jun11,13335,3178,4.19603524229
A58,A58,may11,13237,3178,4.16519823789
A58,A58,apr11,13898,3178,4.37319068597
A58,A58,mar11,8786,3178,2.76463184393
A58,A58,feb11,15172,3178,4.77407174323
A58,A58,jan11,10986,3178,3.45689112649
A58,A58,dec10,12990,3178,4.08747640025
A58,A58,nov10,12386,3178,3.89741976086
A58,A58,oct10,11264,3178,3.54436752675
A58,A58,sep10,9252,3178,2.91126494651
A58,A58,aug10,14056,3178,4.42290748899
A58,A58,jul10,14867,3178,4.67809943361
A58,A58,jun10,12564,3178,3.95342983008
A58,A58,may10,13318,3178,4.19068596602
A58,A58,apr10,11380,3178,3.58086847074
A58,A58,mar10,10650,3178,3.35116425425
A58,A58,feb10,10684,3178,3.3618628068
A58,A58,jan10,10213,3178,3.21365638767
A58,A58,dec09,10699,3178,3.36658275645
A58,A58,nov09,11556,3178,3.63624921334
A58,A58,oct09,12978,3178,4.08370044053
A58,A58,sep09,11418,3178,3.59282567653
A58,A58,aug09,14413,3178,4.53524229075
A58,A58,jul09,14309,3178,4.50251730648
A58,A58,jun09,14513,3178,4.56670862177
A58,A58,may09,11380,3178,3.58086847074
A58,A58,apr09,10747,3178,3.38168659534
A58,A58,mar09,12885,3178,4.05443675267
A58,A58,feb09,12622,3178,3.97168030208
A58,A58,jan09,13218,3178,4.15921963499
A59,A59,jun13,13739,2744,5.00692419825
A59,A59,may13,8690,1870,4.64705882353
A59,A59,apr13,11870,2388,4.97068676717
A59,A59,mar13,14729,2506,5.87749401437
A59,A59,feb13,13051,2837,4.60028198802
A59,A59,jan13,13932,2474,5.63136620857
A59,A59,dec12,13745,2620,5.24618320611
A59,A59,nov12,9135,2060,4.43446601942
A59,A59,oct12,11680,2237,5.22127849799
A59,A59,sep12,11341,2320,4.88836206897
A59,A59,aug12,9439,1790,5.27318435754
A59,A59,jul12,15264,2866,5.3258897418
A59,A59,jun12,9711,2014,4.82174776564
A59,A59,may12,12540,2793,4.48979591837
A59,A59,apr12,8905,2016,4.41716269841
A59,A59,mar12,9636,2013,4.7868852459
A59,A59,feb12,12937,2530,5.11343873518
A59,A59,jan12,10671,2128,5.01456766917
A59,A59,dec11,9980,2082,4.7934678194
A59,A59,nov11,11466,2406,4.76558603491
A59,A59,oct11,14592,2916,5.00411522634
A59,A59,sep11,12546,2664,4.70945945946
A59,A59,aug11,13949,2704,5.15865384615
A59,A59,jul11,10589,2057,5.14778804084
A59,A59,jun11,11022,1990,5.53869346734
A59,A59,may11,12095,1990,6.07788944724
A59,A59,apr11,14026,1990,7.04824120603
A59,A59,mar11,11193,1990,5.62462311558
A59,A59,feb11,14604,1990,7.33869346734
A59,A59,jan11,13971,1990,7.02060301508
A59,A59,dec10,10291,1990,5.17135678392
A59,A59,nov10,12205,1990,6.13316582915
A59,A59,oct10,10003,1990,5.02663316583
A59,A59,sep10,9729,1990,4.88894472362
A59,A59,aug10,14419,1990,7.24572864322
A59,A59,jul10,10755,1990,5.40452261307
A59,A59,jun10,14514,1990,7.29346733668
A59,A59,may10,10006,1990,5.02814070352
A59,A59,apr10,11329,1990,5.69296482412
A59,A59,mar10,8767,1990,4.40552763819
A59,A59,feb10,12579,1990,6.32110552764
A59,A59,jan10,14346,1990,7.20904522613
A59,A59,dec09,14119,1990,7.09497487437
A59,A59,nov09,13978,1990,7.02412060302
A59,A59,oct09,13893,1990,6.98140703518
A59,A59,sep09,10901,1990,5.47788944724
A59,A59,aug09,14331,1990,7.20150753769
A59,A59,jul09,9894,1990,4.97185929648
A59,A59,jun09,10399,1990,5.2256281407
A59,A59,may09,11330,1990,5.69346733668
A59,A59,apr09,11388,1990,5.72261306533
A59,A59,mar09,14545,1990,7.30904522613
A59,A59,feb09,14458,1990,7.26532663317
A59,A59,jan09,11760,1990,5.90954773869
A60,A60,jun13,9834,1886,5.21420996819
A60,A60,may13,10745,2090,5.14114832536
A60,A60,apr13,8915,1673,5.32875074716
A60,A60,mar13,11858,2264,5.23763250883
A60,A60,feb13,12866,2438,5.27727645611
A60,A60,jan13,13646,2464,5.53814935065
A60,A60,dec12,14254,3119,4.57005450465
A60,A60,nov12,11929,2429,4.91107451626
A60,A60,oct12,15339,3058,5.0160235448
A60,A60,sep12,12866,2582,4.98295894655
A60,A60,aug12,10078,2276,4.42794376098
A60,A60,jul12,11153,2389,4.66848053579
A60,A60,jun12,14207,2904,4.89221763085
A60,A60,may12,11854,2832,4.18573446328
A60,A60,apr12,10125,2085,4.85611510791
A60,A60,mar12,14451,2748,5.25873362445
A60,A60,feb12,12391,2825,4.38619469027
A60,A60,jan12,9553,1797,5.31608235949
A60,A60,dec11,11714,2495,4.69498997996
A60,A60,nov11,11096,2232,4.97132616487
A60,A60,oct11,14751,2726,5.41122523844
A60,A60,sep11,10413,2012,5.1754473161
A60,A60,aug11,12883,2350,5.48212765957
A60,A60,jul11,14099,2784,5.06429597701
A60,A60,jun11,8987,1793,5.01226993865
A60,A60,may11,13971,1793,7.79196876743
A60,A60,apr11,15532,1793,8.66257668712
A60,A60,mar11,12733,1793,7.10150585611
A60,A60,feb11,14326,1793,7.98996095929
A60,A60,jan11,8706,1793,4.85554935862
A60,A60,dec10,13122,1793,7.31846068042
A60,A60,nov10,11817,1793,6.59063022867
A60,A60,oct10,10111,1793,5.63915225878
A60,A60,sep10,10256,1793,5.72002230898
A60,A60,aug10,9954,1793,5.55158951478
A60,A60,jul10,13352,1793,7.44673731177
A60,A60,jun10,15118,1793,8.4316787507
A60,A60,may10,13735,1793,7.66034578918
A60,A60,apr10,13269,1793,7.40044617959
A60,A60,mar10,12045,1793,6.71779141104
A60,A60,feb10,14893,1793,8.30619074177
A60,A60,jan10,9583,1793,5.34467373118
A60,A60,dec09,13718,1793,7.65086447295
A60,A60,nov09,14846,1793,8.27997769102
A60,A60,oct09,10795,1793,6.02063580591
A60,A60,sep09,10752,1793,5.9966536531
A60,A60,aug09,15125,1793,8.43558282209
A60,A60,jul09,10451,1793,5.82877858338
A60,A60,jun09,9643,1793,5.37813720022
A60,A60,may09,10120,1793,5.64417177914
A60,A60,apr09,11019,1793,6.14556609035
A60,A60,mar09,12868,1793,7.17679866146
A60,A60,feb09,10698,1793,5.96653653095
A60,A60,jan09,10465,1793,5.83658672616
A61,A61,jun13,14092,3058,4.60824068018
A61,A61,may13,12606,2503,5.03635637235
A61,A61,apr13,14154,3154,4.48763474952
A61,A61,mar13,11324,2422,4.6754748142
A61,A61,feb13,12463,2720,4.58198529412
A61,A61,jan13,13118,3041,4.31371259454
A61,A61,dec12,10776,2400,4.49
A61,A61,nov12,10972,2218,4.94679891794
A61,A61,oct12,10494,2135,4.91522248244
A61,A61,sep12,13859,2480,5.58830645161
A61,A61,aug12,14274,2913,4.90010298661
A61,A61,jul12,12348,2366,5.21893491124
A61,A61,jun12,12017,2361,5.08979246082
A61,A61,may12,12769,2798,4.56361686919
A61,A61,apr12,10097,2374,4.25315922494
A61,A61,mar12,9870,1994,4.94984954865
A61,A61,feb12,12978,2472,5.25
A61,A61,jan12,9217,1776,5.18975225225
A61,A61,dec11,11882,2536,4.68533123028
A61,A61,nov11,12237,2573,4.75592693354
A61,A61,oct11,12390,2372,5.22344013491
A61,A61,sep11,15268,3362,4.54134443783
A61,A61,aug11,11789,2444,4.8236497545
A61,A61,jul11,10134,2105,4.81425178147
A61,A61,jun11,14208,1598,8.89111389237
A61,A61,may11,11043,1598,6.91051314143
A61,A61,apr11,13797,1598,8.63391739675
A61,A61,mar11,13261,1598,8.29849812265
A61,A61,feb11,13842,1598,8.662077597
A61,A61,jan11,10369,1598,6.4887359199
A61,A61,dec10,11390,1598,7.12765957447
A61,A61,nov10,8703,1598,5.44618272841
A61,A61,oct10,8929,1598,5.58760951189
A61,A61,sep10,10297,1598,6.4436795995
A61,A61,aug10,10133,1598,6.34105131414
A61,A61,jul10,12402,1598,7.76095118899
A61,A61,jun10,12306,1598,7.70087609512
A61,A61,may10,9038,1598,5.65581977472
A61,A61,apr10,15087,1598,9.44117647059
A61,A61,mar10,9864,1598,6.17271589487
A61,A61,feb10,12544,1598,7.84981226533
A61,A61,jan10,14870,1598,9.30538172716
A61,A61,dec09,13389,1598,8.37859824781
A61,A61,nov09,11480,1598,7.18397997497
A61,A61,oct09,12192,1598,7.62953692115
A61,A61,sep09,9672,1598,6.05256570713
A61,A61,aug09,11624,1598,7.27409261577
A61,A61,jul09,9415,1598,5.89173967459
A61,A61,jun09,9829,1598,6.1508135169
A61,A61,may09,12668,1598,7.92740926158
A61,A61,apr09,9883,1598,6.1846057572
A61,A61,mar09,14559,1598,9.11076345432
A61,A61,feb09,11975,1598,7.49374217772
A61,A61,jan09,14357,1598,8.98435544431
A62,A62,jun13,11441,2061,5.55118874333
A62,A62,may13,13643,2458,5.55044751831
A62,A62,apr13,10129,1988,5.09507042254
A62,A62,mar13,10083,2064,4.8851744186
A62,A62,feb13,12069,2466,4.89416058394
